"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Push","20 Apr 2024, 13:27","20 Apr 2024, 15:17","","Triceps Extension (Cable)",,"",2,"normal",50,5,,,
"Push","20 Apr 2024, 13:27","20 Apr 2024, 15:17","","Triceps Extension (Cable)",,"",3,"normal",30,7,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Lat Pulldown (Cable)",,"",0,"normal",140,12,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Lat Pulldown (Cable)",,"",1,"normal",140,12,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Lat Pulldown (Cable)",,"",2,"normal",140,11,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,12,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",120,10,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",120,11,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",70,11,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Pull Up (Assisted)",,"",0,"normal",,5,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Pull Up (Assisted)",,"",1,"normal",,5,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Pull Up (Assisted)",,"",2,"normal",50,5,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Pull Up (Assisted)",,"",3,"normal",50,5,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Dumbbell)",,"",0,"normal",25,10,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Dumbbell)",,"",1,"normal",25,7,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Dumbbell)",,"",2,"normal",25,7,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Barbell)",,"Reverse curls",0,"normal",50,11,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Barbell)",,"Reverse curls",1,"normal",50,8,,,
"Tried to pull 605 😵‍💫","19 Apr 2024, 15:52","19 Apr 2024, 16:38","","Preacher Curl (Barbell)",,"Reverse curls",2,"normal",50,6,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Squat (Barbell)",,"Pauses",0,"normal",315,1,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Squat (Barbell)",,"Pauses",1,"normal",225,4,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Squat (Barbell)",,"Pauses",2,"normal",225,4,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Squat (Barbell)",,"Pauses",3,"normal",225,4,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Seated Leg Curl (Machine)",,"",0,"normal",110,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Seated Leg Curl (Machine)",,"",1,"normal",110,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Seated Leg Curl (Machine)",,"",2,"normal",110,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Single Leg Extensions",,"",0,"normal",55,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Single Leg Extensions",,"",1,"normal",60,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Single Leg Extensions",,"",2,"normal",60,12,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Cable Crunch",,"",0,"normal",72.5,15,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Cable Crunch",,"",1,"normal",72.5,15,,,
"Light leg","18 Apr 2024, 15:55","18 Apr 2024, 17:24","","Cable Crunch",,"",2,"normal",72.5,16,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Bench Press (Barbell)",,"",0,"normal",225,1,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Bench Press (Barbell)",,"",1,"normal",235,1,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Bench Press (Barbell)",,"",2,"normal",195,5,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Bench Press (Barbell)",,"",3,"normal",195,5,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Bench Press (Barbell)",,"",4,"normal",195,5,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Incline Bench Press (Dumbbell)",,"",0,"normal",75,8,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Incline Bench Press (Dumbbell)",,"",1,"normal",75,8,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Incline Bench Press (Dumbbell)",,"",2,"normal",75,8,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Cable Fly Crossovers",,"",0,"normal",32.5,15,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Cable Fly Crossovers",,"",1,"normal",32.5,14,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Cable Fly Crossovers",,"",2,"normal",32.5,14,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Lateral Raise (Dumbbell)",,"",0,"normal",30,12,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Lateral Raise (Dumbbell)",,"",1,"normal",30,12,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Lateral Raise (Dumbbell)",,"",2,"normal",30,15,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Extension (Cable)",0,"",0,"normal",42.5,13,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Extension (Cable)",0,"",1,"normal",42.5,7,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Extension (Cable)",0,"",2,"normal",42.5,11,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Dip",0,"",0,"normal",,10,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Dip",0,"",1,"normal",,10,,,
"Push","17 Apr 2024, 14:17","17 Apr 2024, 16:11","","Triceps Dip",0,"",2,"normal",,11,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Bent Over Row (Barbell)",,"",0,"normal",185,10,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Bent Over Row (Barbell)",,"",1,"normal",185,7,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Bent Over Row (Barbell)",,"",2,"normal",185,7,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Lat Pulldown (Cable)",,"",0,"normal",160,12,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Lat Pulldown (Cable)",,"",1,"normal",160,10,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Lat Pulldown (Cable)",,"",2,"normal",160,9,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",125,10,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",145,8,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",145,9,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",90,7,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",25,12,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",25,10,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",25,8,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Bicep Curl (Dumbbell)",,"",0,"normal",35,9,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Bicep Curl (Dumbbell)",,"",1,"normal",35,7,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Hammer Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Pull","16 Apr 2024, 15:40","16 Apr 2024, 17:13","","Hammer Curl (Dumbbell)",,"",1,"normal",35,8,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Squat (Barbell)",,"",0,"normal",275,3,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Squat (Barbell)",,"",1,"normal",295,3,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Squat (Barbell)",,"",2,"normal",225,5,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Squat (Barbell)",,"",3,"normal",225,5,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Romanian Deadlift (Barbell)",,"",0,"normal",275,8,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Romanian Deadlift (Barbell)",,"",1,"normal",275,5,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Seated Leg Curl (Machine)",,"",0,"normal",120,12,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Seated Leg Curl (Machine)",,"",1,"normal",120,12,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Seated Leg Curl (Machine)",,"",2,"normal",120,12,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",0,"normal",235,8,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",1,"normal",175,4,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",2,"normal",115,7,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",3,"normal",235,7,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",4,"normal",155,7,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Leg Extension (Machine)",0,"2 drop sets",5,"normal",115,5,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Sissy Squat (Weighted)",0,"",0,"normal",,5,,,
"Leg","15 Apr 2024, 11:12","15 Apr 2024, 12:49","","Sissy Squat (Weighted)",0,"",1,"normal",,5,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Incline Bench Press (Barbell)",,"",0,"normal",165,8,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Incline Bench Press (Barbell)",,"",1,"normal",165,7,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Incline Bench Press (Barbell)",,"",2,"normal",165,5,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Dip (Weighted)",,"",0,"normal",60,6,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Dip (Weighted)",,"",1,"normal",60,5,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Dip (Weighted)",,"",2,"normal",60,4,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Dip (Weighted)",,"",3,"normal",,11,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Cable Fly Crossovers",,"",0,"normal",27.5,12,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Cable Fly Crossovers",,"",1,"normal",32.5,12,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Cable Fly Crossovers",,"",2,"normal",32.5,10,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Cable Fly Crossovers",,"",3,"normal",32.5,8,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Extension (Cable)",,"",0,"normal",42.5,10,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Extension (Cable)",,"",1,"normal",42.5,10,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Triceps Extension (Cable)",,"",2,"normal",42.5,7,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",17.5,12,,,
"Push","14 Apr 2024, 16:07","14 Apr 2024, 17:20","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",17.5,12,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",0,"normal",135,3,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",1,"normal",135,2,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",2,"normal",135,3,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",3,"normal",165,2,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",4,"normal",185,1,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Clean",,"",5,"normal",205,1,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Shoulder Press (Dumbbell)",,"",0,"normal",70,8,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Shoulder Press (Dumbbell)",,"",1,"normal",70,6,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Shoulder Press (Dumbbell)",,"",2,"normal",70,6,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",115,15,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",115,15,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",115,15,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Lateral Raise (Dumbbell)",,"",0,"normal",25,12,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Lateral Raise (Dumbbell)",,"",1,"normal",25,15,,,
"Clean tech & shoulders","13 Apr 2024, 15:23","13 Apr 2024, 17:12","","Lateral Raise (Dumbbell)",,"",2,"normal",25,12,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Bent Over Row (Barbell)",,"",0,"normal",205,8,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Bent Over Row (Barbell)",,"",1,"normal",205,7,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Bent Over Row (Barbell)",,"",2,"normal",205,7,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Lat Pulldown (Cable)",,"",0,"normal",160,10,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Lat Pulldown (Cable)",,"",1,"normal",160,8,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Lat Pulldown (Cable)",,"",2,"normal",160,10,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Chin Up",,"",0,"normal",,5,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Chin Up",,"",1,"normal",,5,,,
"Short pull","12 Apr 2024, 12:26","12 Apr 2024, 13:10","","Chin Up",,"",2,"normal",,5,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Bench Press (Barbell)",,"",0,"normal",225,2,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Bench Press (Barbell)",,"",1,"normal",235,2,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Bench Press (Barbell)",,"",2,"normal",195,6,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Bench Press (Barbell)",,"",3,"normal",195,6,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Incline Bench Press (Dumbbell)",,"",0,"normal",75,6,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,4,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Incline Bench Press (Dumbbell)",,"",2,"normal",70,7,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Incline Bench Press (Dumbbell)",,"",3,"normal",70,6,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Dip (Weighted)",,"",0,"normal",60,4,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Dip (Weighted)",,"",1,"normal",60,2,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Dip (Weighted)",,"",2,"normal",,7,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Lateral Raise (Dumbbell)",,"",0,"normal",25,12,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Lateral Raise (Dumbbell)",,"",1,"normal",25,12,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Lateral Raise (Dumbbell)",,"",2,"normal",30,11,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Lateral Raise (Dumbbell)",,"",3,"normal",30,9,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Chest Fly (Machine)",,"",0,"normal",130,12,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Chest Fly (Machine)",,"",1,"normal",150,6,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Chest Fly (Machine)",,"",2,"normal",130,10,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Pushdown",,"",0,"normal",57.5,15,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Pushdown",,"",1,"normal",67.5,13,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Pushdown",,"",2,"normal",67.5,12,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Extension (Cable)",,"",0,"normal",17.5,11,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Extension (Cable)",,"",1,"normal",12.5,10,,,
"Push","11 Apr 2024, 11:56","11 Apr 2024, 13:25","","Triceps Extension (Cable)",,"",2,"normal",12.5,8,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",0,"normal",135,2,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",1,"normal",135,2,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",2,"normal",165,2,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",3,"normal",185,1,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",4,"normal",195,1,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Clean",,"",5,"normal",205,1,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bent Over Row (Barbell)",,"",0,"normal",185,8,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bent Over Row (Barbell)",,"",1,"normal",185,7,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bent Over Row (Barbell)",,"",2,"normal",185,7,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Lat Pulldown (Cable)",,"",0,"normal",160,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Lat Pulldown (Cable)",,"",1,"normal",160,10,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Lat Pulldown (Cable)",,"",2,"normal",160,6,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Iso-Lateral Row (Machine)",,"",0,"normal",135,6,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Iso-Lateral Row (Machine)",,"",1,"normal",160,8,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Iso-Lateral Row (Machine)",,"",2,"normal",160,5,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Iso-Lateral Row (Machine)",,"",3,"normal",135,4,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",30,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",30,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",30,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",27.5,10,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",27.5,7,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",22.5,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bicep Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bicep Curl (Dumbbell)",,"",1,"normal",35,8,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Bicep Curl (Dumbbell)",,"",2,"normal",35,6,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Cross Body Hammer Curl",,"",0,"normal",35,12,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Cross Body Hammer Curl",,"",1,"normal",35,9,,,
"Pull + cleans","10 Apr 2024, 13:47","10 Apr 2024, 15:49","","Cross Body Hammer Curl",,"",2,"normal",35,6,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",0,"normal",455,1,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",1,"normal",495,1,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",2,"normal",425,1,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",3,"normal",315,4,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",4,"normal",365,3,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Deadlift (Barbell)",,"Paused, conventional triples",5,"normal",365,3,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Seated Leg Curl (Machine)",,"",0,"normal",135,12,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Seated Leg Curl (Machine)",,"",1,"normal",135,10,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Seated Leg Curl (Machine)",,"",2,"normal",135,9,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Leg Extension (Machine)",,"",0,"normal",230,10,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Leg Extension (Machine)",,"",1,"normal",250,7,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Leg Extension (Machine)",,"",2,"normal",250,6,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Leg Extension (Machine)",,"",3,"normal",170,6,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Leg Extension (Machine)",,"",4,"normal",110,9,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Cable Crunch",,"",0,"normal",72.5,15,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Cable Crunch",,"",1,"normal",57.5,15,,,
"Leg","9 Apr 2024, 15:54","9 Apr 2024, 17:39","","Cable Crunch",,"",2,"normal",57.5,20,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Bench Press (Barbell)",,"",0,"normal",215,5,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Bench Press (Barbell)",,"",1,"normal",215,4,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Bench Press (Barbell)",,"",2,"normal",185,8,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Incline Bench Press (Dumbbell)",,"",0,"normal",70,7,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Incline Bench Press (Dumbbell)",,"",1,"normal",85,9,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Incline Bench Press (Dumbbell)",,"",2,"normal",85,5,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Triceps Dip (Weighted)",,"",0,"normal",55,10,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Triceps Dip (Weighted)",,"",1,"normal",55,7,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Triceps Dip (Weighted)",,"",2,"normal",55,5,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Chest Fly (Machine)",,"",0,"normal",135,10,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Chest Fly (Machine)",,"",1,"normal",150,10,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Chest Fly (Machine)",,"",2,"normal",150,9,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Chest Fly (Machine)",,"",3,"normal",150,7,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Lateral Raise (Dumbbell)",,"",0,"normal",25,12,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Lateral Raise (Dumbbell)",,"",1,"normal",25,12,,,
"Push","8 Apr 2024, 11:57","8 Apr 2024, 13:17","","Lateral Raise (Dumbbell)",,"",2,"normal",25,12,,,
