"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Seated Leg Curl (Machine)",,"",1,"normal",100,15,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Seated Leg Curl (Machine)",,"",2,"normal",100,12,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Hip Abduction (Machine)",,"",0,"normal",150,11,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Hip Abduction (Machine)",,"",1,"normal",150,12,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Hip Abduction (Machine)",,"",2,"failure",150,20,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Leg Extension (Machine)",,"",0,"normal",150,11,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Leg Extension (Machine)",,"",1,"normal",150,10,,,
"Evening workout 🏋️","10 Jul 2025, 18:43","10 Jul 2025, 20:06","","Leg Extension (Machine)",,"",2,"failure",150,13,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Deadlift (Barbell)",,"",0,"normal",455,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Deadlift (Barbell)",,"",1,"normal",365,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Deadlift (Barbell)",,"",2,"normal",365,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Deadlift (Barbell)",,"",3,"normal",365,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Bench Press (Barbell)",,"",0,"normal",205,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Bench Press (Barbell)",,"",1,"normal",205,4,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Bench Press (Barbell)",,"",2,"normal",205,3,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Lat Pulldown (Cable)",,"",0,"normal",190,9,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Lat Pulldown (Cable)",,"",1,"normal",190,8,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Incline Chest Press (Machine)",,"",0,"normal",90,6,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Incline Chest Press (Machine)",,"",1,"normal",60,10,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Skullcrusher (Barbell)",,"",0,"normal",60,7,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Skullcrusher (Barbell)",,"",1,"normal",60,8,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Cable Fly Crossovers",,"",0,"normal",32.5,9,,,
"Evening workout 🏋️","9 Jul 2025, 18:26","9 Jul 2025, 19:34","","Cable Fly Crossovers",,"",1,"normal",32.5,14,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Clean",,"",0,"normal",195,1,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Clean",,"",1,"normal",165,3,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Clean",,"",2,"normal",165,3,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Clean",,"",3,"normal",165,3,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Overhead Press (Smith Machine)",,"",0,"normal",110,8,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Overhead Press (Smith Machine)",,"",1,"normal",110,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Overhead Press (Smith Machine)",,"",2,"normal",110,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Triceps Pushdown",,"",0,"normal",95,5,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Triceps Pushdown",,"",1,"normal",80,10,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Pull Up",,"High pull",0,"normal",,6,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Pull Up",,"High pull",1,"normal",,6,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Pull Up",,"High pull",2,"normal",,6,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Upright Row (Cable)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Upright Row (Cable)",,"",1,"normal",50,10,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Upright Row (Cable)",,"",2,"normal",50,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Preacher Curl (Machine)",,"",0,"normal",80,13,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Preacher Curl (Machine)",,"",1,"normal",80,11,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Preacher Curl (Machine)",,"",2,"failure",80,14,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",115,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",115,13,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Lateral Raise (Dumbbell)",,"",0,"normal",30,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Lateral Raise (Dumbbell)",,"",1,"normal",20,14,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Lateral Raise (Dumbbell)",,"",2,"normal",20,15,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Reverse Curl (Barbell)",,"",0,"normal",60,12,,,
"Afternoon workout 💪","8 Jul 2025, 16:51","8 Jul 2025, 18:19","","Reverse Curl (Barbell)",,"",1,"normal",60,12,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Squat (Barbell)",,"Paused",0,"normal",275,1,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Squat (Barbell)",,"Paused",1,"normal",225,3,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Squat (Barbell)",,"Paused",2,"normal",225,3,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Front Squat",,"",0,"normal",185,4,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Front Squat",,"",1,"normal",185,4,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Front Squat",,"",2,"normal",185,4,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Leg Extension (Machine)",,"",0,"normal",100,12,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Leg Extension (Machine)",,"",1,"normal",100,13,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Leg Extension (Machine)",,"",2,"failure",100,12,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Hip Abduction (Machine)",,"",0,"normal",150,6,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Hip Abduction (Machine)",,"",1,"normal",135,9,,,
"Afternoon workout 💪","7 Jul 2025, 15:58","7 Jul 2025, 16:39","","Hip Abduction (Machine)",,"",2,"normal",135,9,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Deadlift (Barbell)",,"Conventional backdowns",0,"normal",405,4,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Deadlift (Barbell)",,"Conventional backdowns",1,"normal",315,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Deadlift (Barbell)",,"Conventional backdowns",2,"normal",315,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Deadlift (Barbell)",,"Conventional backdowns",3,"normal",315,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Bench Press (Barbell)",,"",0,"normal",195,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Bench Press (Barbell)",,"",1,"normal",195,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Bench Press (Barbell)",,"",2,"normal",195,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Bench Press (Barbell)",,"",3,"normal",195,5,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Incline Chest Press (Machine)",,"",0,"normal",90,8,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Incline Chest Press (Machine)",,"",1,"normal",90,7,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Incline Chest Press (Machine)",,"",2,"normal",90,6,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Iso-Lateral Low Row",,"",0,"normal",90,10,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Iso-Lateral Low Row",,"",1,"normal",90,12,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Iso-Lateral Low Row",,"",2,"normal",90,6,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Lat Pulldown (Cable)",,"",0,"normal",175,10,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Lat Pulldown (Cable)",,"",1,"normal",175,10,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Cable Fly Crossovers",,"",0,"normal",32.5,8,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Cable Fly Crossovers",,"",1,"normal",32.5,10,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Skullcrusher (Barbell)",,"",0,"normal",50,12,,,
"Afternoon workout 💪","6 Jul 2025, 12:52","6 Jul 2025, 14:33","","Skullcrusher (Barbell)",,"",1,"normal",50,9,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Clean",,"",0,"normal",185,2,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Clean",,"",1,"normal",185,2,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Clean",,"",2,"normal",185,2,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Clean",,"",3,"normal",185,2,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Romanian Deadlift (Barbell)",,"",0,"normal",275,6,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Romanian Deadlift (Barbell)",,"",1,"normal",275,6,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Romanian Deadlift (Barbell)",,"",2,"normal",275,6,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Pull Up",,"",0,"normal",,8,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Pull Up",,"",1,"normal",,7,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Pull Up",,"",2,"normal",,5,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Back Extension (Weighted Hyperextension)",,"",0,"normal",45,12,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Back Extension (Weighted Hyperextension)",,"",1,"normal",45,15,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Back Extension (Weighted Hyperextension)",,"",2,"normal",45,15,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Leg Extension (Machine)",,"",0,"normal",110,10,,,
"Afternoon workout 💪","4 Jul 2025, 13:02","4 Jul 2025, 14:10","","Leg Extension (Machine)",,"",1,"normal",110,13,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Overhead Press (Barbell)",,"",0,"normal",135,6,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Overhead Press (Barbell)",,"",1,"normal",135,5,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Overhead Press (Barbell)",,"",2,"normal",135,5,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Overhead Press (Barbell)",,"",3,"normal",135,4,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Triceps Pushdown",,"",0,"normal",65,13,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Triceps Pushdown",,"",1,"normal",65,12,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Preacher Curl (Machine)",,"",0,"normal",70,12,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Preacher Curl (Machine)",,"",1,"normal",70,9,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Preacher Curl (Machine)",,"",2,"normal",70,8,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Upright Row (Cable)",,"",0,"normal",35,12,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Upright Row (Cable)",,"",1,"normal",35,14,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Upright Row (Cable)",,"",2,"normal",35,16,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,18,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,16,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Reverse Curl (Barbell)",,"",0,"normal",70,13,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Reverse Curl (Barbell)",,"",1,"normal",70,11,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Reverse Curl (Barbell)",,"",2,"normal",70,12,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Lateral Raise (Machine)",,"",0,"failure",80,13,,,
"Evening workout 🏋️","3 Jul 2025, 18:44","3 Jul 2025, 19:41","","Lateral Raise (Machine)",,"",1,"failure",80,14,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Squat (Barbell)",,"",0,"normal",225,5,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Squat (Barbell)",,"",1,"normal",225,5,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Squat (Barbell)",,"",2,"normal",225,5,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Front Squat",,"",0,"normal",155,6,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Front Squat",,"",1,"normal",155,6,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Seated Leg Curl (Machine)",,"",0,"normal",100,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Seated Leg Curl (Machine)",,"",1,"normal",100,13,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Seated Leg Curl (Machine)",,"",2,"normal",100,16,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Single Leg Extensions",,"",0,"normal",40,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Single Leg Extensions",,"",1,"normal",40,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Single Leg Extensions",,"",2,"normal",40,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Abduction (Machine)",,"",0,"normal",145,10,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Abduction (Machine)",,"",1,"normal",145,9,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Abduction (Machine)",,"",2,"normal",145,9,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Adduction (Machine)",,"",0,"normal",70,13,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Adduction (Machine)",,"",1,"normal",70,10,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Hip Adduction (Machine)",,"",2,"normal",55,9,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Calf Extension (Machine)",,"",0,"normal",50,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Calf Extension (Machine)",,"",1,"normal",50,15,,,
"Evening workout 🏋️","2 Jul 2025, 17:52","2 Jul 2025, 19:06","","Calf Extension (Machine)",,"",2,"normal",50,15,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Bench Press (Barbell)",,"Paused",0,"normal",185,5,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Bench Press (Barbell)",,"Paused",1,"normal",185,5,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Bench Press (Barbell)",,"Paused",2,"normal",185,5,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Bench Press (Barbell)",,"Paused",3,"normal",185,5,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Incline Chest Press (Machine)",,"",0,"normal",70,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Incline Chest Press (Machine)",,"",1,"normal",70,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Incline Chest Press (Machine)",,"",2,"normal",70,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Lat Pulldown (Cable)",,"",0,"normal",160,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Lat Pulldown (Cable)",,"",1,"normal",160,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Lat Pulldown (Cable)",,"",2,"normal",160,8,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Cable Fly Crossovers",,"",0,"normal",37.5,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Cable Fly Crossovers",,"",1,"normal",37.5,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",130,10,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",130,14,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",130,14,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Skullcrusher (Barbell)",,"",0,"normal",40,11,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Skullcrusher (Barbell)",,"",1,"normal",40,11,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Skullcrusher (Barbell)",,"",2,"normal",40,13,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",15,15,,,
"Morning workout ☀️","30 Jun 2025, 06:14","30 Jun 2025, 07:11","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",15,14,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Clean",,"",0,"normal",185,2,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Clean",,"",1,"normal",185,2,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Clean",,"",2,"normal",185,2,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Clean",,"",3,"normal",185,2,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Tall Clean",,"",0,"normal",95,3,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Tall Clean",,"",1,"normal",95,4,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Tall Clean",,"",2,"normal",95,4,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Tall Clean",,"",3,"normal",95,4,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Front Squat",,"",0,"normal",245,1,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Front Squat",,"",1,"normal",185,3,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Front Squat",,"",2,"normal",185,3,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Lying Leg Curl (Machine)",,"",0,"normal",85,12,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Lying Leg Curl (Machine)",,"",1,"normal",85,9,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Lying Leg Curl (Machine)",,"",2,"normal",85,9,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Leg Extension (Machine)",,"",0,"normal",100,11,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Leg Extension (Machine)",,"",1,"normal",100,11,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Leg Extension (Machine)",,"",2,"failure",100,16,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Hip Abduction (Machine)",,"",0,"normal",115,10,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Hip Abduction (Machine)",,"",1,"normal",115,12,,,
"Morning workout ☀️","29 Jun 2025, 10:41","29 Jun 2025, 12:11","","Hip Abduction (Machine)",,"",2,"failure",115,18,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Pull Up",,"High pull",0,"normal",,6,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Pull Up",,"High pull",1,"normal",,6,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Pull Up",,"High pull",2,"normal",,6,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Pull Up",,"High pull",3,"normal",,6,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Seated Row (Machine)",,"",0,"normal",130,11,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Seated Row (Machine)",,"",1,"failure",130,14,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Single Arm Lat Pulldown",,"",0,"normal",70,10,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Single Arm Lat Pulldown",,"",1,"normal",70,12,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",52.5,12,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",52.5,14,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Preacher Curl (Machine)",,"",0,"normal",70,10,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Preacher Curl (Machine)",,"",1,"dropset",70,12,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Preacher Curl (Machine)",,"",2,"normal",45,9,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Hammer Curl (Cable)",,"",0,"normal",50,8,,,
"Afternoon workout 💪","28 Jun 2025, 15:40","28 Jun 2025, 16:26","","Hammer Curl (Cable)",,"",1,"failure",50,12,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",88.18,7,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",88.18,6,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Triceps Dip (Weighted)",,"",0,"normal",44.09,12,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Triceps Dip (Weighted)",,"",1,"normal",44.09,9,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",13.23,15,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Chest Supported Y Raise (Dumbbell)",,"",1,"normal",13.23,15,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Chest Supported Y Raise (Dumbbell)",,"",2,"failure",13.23,19,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",26.46,15,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",26.46,14,,,
"Afternoon workout 💪","25 Jun 2025, 06:44","25 Jun 2025, 07:32","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"failure",26.46,20,,,
